Crawled Date,List Position on Page,List Name,List Description,GPT Position in List,GPT Name,GPT Description,GPT Author,GPT Logo Image URL
"2024-04-11",9,"Education","Explore new ideas, revisit existing skills",3,"Math Solver","Your advanced math solver and AI Tutor, offers step-by-step answers, and helps you learn math and even all subjects, at any educational level.","By studyx.ai","https://files.oaiusercontent.com/file-tSZCMmjyqOBMHOnHPUxKQH8t?se=2123-10-21T09%3A02%3A36Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D7e1dfc13-782c-4d41-843f-6908894cf8d7.png&sig=8FWfLPP5oiPa515w7A4jjhjs9qYqy2kgAdjmTWuHCuI%3D"
"2024-04-11",9,"Education","Explore new ideas, revisit existing skills",4,"Tutor Me","Your personal AI tutor by Khan Academy! I'm Khanmigo Lite - here to help you with math, science, and  humanities questions. I won’t do your work for you, but I will help you learn how to solve them on your own.  Can you tell me the problem or exercise you’d like to solve?","By khanacademy.org","https://files.oaiusercontent.com/file-kM163oDkrVnm7jsidA5WweOP?se=2123-11-18T17%3A08%3A03Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3DKA_KhanmigoGPT_1_LearnerActivities.png&sig=zSZKBHM7UsdkEyM2CmiYpkdhVAJZWk0qJQle9lPEhdw%3D"
"2024-04-11",9,"Education","Explore new ideas, revisit existing skills",5,"Voxscript","Quick YouTube, US equity data, and web page summarization with vector transcript search -- no logins needed.","By Allwire Technologies, LLC","https://files.oaiusercontent.com/file-ccghiJe5RWLLuLXhKPl3XugL?se=2123-10-19T06%3A52%3A32Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3DVoxScript_logo_256x256.png&sig=gRuPppNbvJt3M3CMsjE8HiXRLm254zQxMCt5RRq%2BN3k%3D"
"2024-04-11",9,"Education","Explore new ideas, revisit existing skills",6,"physics","Physics Oracle, The worlds most powerful Physics tool V2.3","By pulsr.co.uk","https://files.oaiusercontent.com/file-y63yTOkdpenBzpCZ95QJEhTp?se=2124-02-06T18%3A03%3A23Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3Deye23.png&sig=ehZ7Q4w%2BJqv7IZth1KKdvYusT3XRG2IQJe/if2G1AgU%3D"
"2024-04-11",9,"Education","Explore new ideas, revisit existing skills",7,"Data Analytics","A how-to guide for data analytics (based on Luke Barousse's 'ChatGPT for Data Analytics' course)","By Luke T Barousse","https://files.oaiusercontent.com/file-He8aE3rg7ee66ASSS0HJFTVQ?se=2123-10-19T23%3A24%3A15Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D47823d3d-4745-4773-a232-5569024ce68b.png&sig=CS2otWO2RpLlVeyvilTv%2BGXj2yBu7fjHIEyLaDxY6yY%3D"
"2024-04-11",9,"Education","Explore new ideas, revisit existing skills",8,"Prompt Professor","I know everything about Prompt Engineering. What do you want to know about prompt?","By community builder","https://files.oaiusercontent.com/file-MsXTgHdeT8NqXvoz3yFp1DsA?se=2123-10-16T03%3A42%3A03Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D76811343-01fe-4316-b18f-12ed04c3af99.png&sig=OOcasgdAq%2BCscJ7raZMCDdYCZb00lsUNcOl%2BnNzEAY8%3D"
"2024-04-11",9,"Education","Explore new ideas, revisit existing skills",9,"Machine Learning","A machine learning, deep learning, and data science assistant for learning, practicing, and developing algorithms.","By Maryam Eskandari","https://files.oaiusercontent.com/file-79w3XiRGkbTiECoVNmkLzcKV?se=2123-10-24T07%3A23%3A14Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Da706c100-ff7e-48d7-8483-35754c66f8cd.png&sig=3aiA9n2Euf1Ri4dVkc2GF3GHBOqDb/oHQ9XHK0OyKys%3D"
"2024-04-11",9,"Education","Explore new ideas, revisit existing skills",10,"Question Maker","Creates a range of academic questions from PDFs.","By Gshetty","https://files.oaiusercontent.com/file-lNzfJYyrT8WXKZWAc9quUKeQ?se=2124-02-04T14%3A45%3A26Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3D8e6a1ace-8513-474b-b736-6bc025f828f7.png&sig=8aHDPGVUQtpTWLgVLCDa8k%2BJeTp75V0fJTourhwfL%2Bs%3D"
"2024-04-11",9,"Education","Explore new ideas, revisit existing skills",11,"Crypto","Crypto News Realtime: Insights & Trends Unveiled. Explore the crypto universe with precise analysis.","By Sora","https://files.oaiusercontent.com/file-aHbdoyxH91vY3CspJgZEXcmM?se=2124-02-15T15%3A53%3A04Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3Dc.png&sig=EGsP2YMhGnA%2B4h2rc2DdMHqWHBwaZkkWKDm85aGHBKk%3D"
"2024-04-11",9,"Education","Explore new ideas, revisit existing skills",12,"Chemistry Chem","🔴#𝟏 𝐏𝐞𝐫𝐬𝐨𝐧𝐚𝐥𝐢𝐳𝐞𝐝 𝐂𝐡𝐞𝐦𝐢𝐬𝐭𝐫𝐲 𝐓𝐮𝐭𝐨𝐫🔴","By smartprompt.xyz","https://files.oaiusercontent.com/file-fsVdhFibGwesb7vT5tYSF7ka?se=2124-02-06T19%3A59%3A08Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3Dlaboratory-flask-design-template-2ca7df05b1154ceb71cfb34dd2817ea6_screen.jpg&sig=QyKJDG%2BxNkQqovabgqJRyeSgdDg5eN3NEu08xyJy/FI%3D"
"2024-04-11",10,"Lifestyle","Get tips on travel, workouts, style, food, and more",1,"Astrology Birth Chart GPT","Expert astrologer GPT that needs your birth info to answer queries.","By Dalexa Limited","https://files.oaiusercontent.com/file-OnurXUsvFsbNrxjaOpc5OpzH?se=2123-10-18T00%3A30%3A30Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Dauthority-astrology-hero-image.png&sig=iyJ77YH%2BPLJxbVDisqIBji06MIpyvHHx8MRLxrppTZ4%3D"
"2024-04-11",10,"Lifestyle","Get tips on travel, workouts, style, food, and more",2,"Travel Guide","Expert on global travel destinations, trip planning, budget building, and exploring the world! Press T for Travel Menu.","By capchair.com","https://files.oaiusercontent.com/file-uPadZwNiuUm9JGclfBexETJ0?se=2123-12-28T05%3A52%3A00Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3D878bdaa1-3bcf-443b-81ff-18c484905c6d.png&sig=UruNoc%2BYtztbAdXCHxqHnmO4peE5pkTipq09aS81ZxI%3D"
"2024-04-11",10,"Lifestyle","Get tips on travel, workouts, style, food, and more",3,"KAYAK - Flights, Hotels & Cars","Your travel planning assistant for flights, hotels, & cars","By kayak.com","https://files.oaiusercontent.com/file-SB3uThCh1QuhmqNoQ4OjHxLd?se=2123-10-16T20%3A27%3A07Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Dkayak-mark-1024.png&sig=DI34ROkQUJFbNlh2KS%2BWY6w0DibnYtU%2BOfofYGu/6c4%3D"
"2024-04-11",10,"Lifestyle","Get tips on travel, workouts, style, food, and more",4,"Rizz GPT","Your go-to dating message expert, ready to boost your charm!","By 6hive.ee","https://files.oaiusercontent.com/file-aRE9jnf3GMcAlmCoVxcynTfw?se=2124-01-30T11%3A46%3A23Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3D5cae2fbf-d860-4b1f-96be-c7d8920585a4.png&sig=PxFJ9YYxRXtdj055bt%2BwB3EzIe0Gx0hH8rK/d69CRbU%3D"
"2024-04-11",10,"Lifestyle","Get tips on travel, workouts, style, food, and more",5,"Personal Color Analysis","Personal color analyst helping you find your best colors","By Lana Aljuaid","https://files.oaiusercontent.com/file-oyHQXVI87NFrj3PyI8LPsdsh?se=2123-12-27T03%3A16%3A24Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3Da90c6c16-7b1b-46b1-9676-d600f829bf00.png&sig=rhFmtX15DcO96/wHh9R6XoLBFkXNfUiBWk4V2FN7xr4%3D"
"2024-04-11",10,"Lifestyle","Get tips on travel, workouts, style, food, and more",6,"Murder Mystery Mayhem","Solve procedurally generated murder cases as a 1925's detective in this murder mystery game.","By aimediadesign.net","https://files.oaiusercontent.com/file-Nau6PuKNOq9yGBmlmquuDm67?se=2123-10-27T15%3A51%3A42Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3DTheDetective.png&sig=qPONgkuyJ9dzht5xlALFLRsUdGIjcEu0H5Aofj9Wfpc%3D"
"2024-04-11",10,"Lifestyle","Get tips on travel, workouts, style, food, and more",7,"Books","Your AI guide in the world of literature and reading.","By Josh Brent N. Villocido","https://files.oaiusercontent.com/file-xgURwSlsrwE8Q0eGlNednv0c?se=2123-12-31T23%3A41%3A17Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3D4c345735-7a64-490e-8b30-547e99179964%2520%25281%2529.png&sig=hymSgepPRjJB4fzT9JEmRpGxJ77bq/56NgPtxnKVBwY%3D"
"2024-04-11",10,"Lifestyle","Get tips on travel, workouts, style, food, and more",8,"AutoExpert (Chat)","Tired of lightweight answers? I am the ideal GPT for the curious human that always wants to learn more. I'll impanel a dynamic group of experts to answer, debate, and drill into any question or topic. Type /help for more info on my capabilities.","By Dustin Miller","https://files.oaiusercontent.com/file-TrkgIAh1oJE0dBo8tKRa7WmU?se=2123-10-20T20%3A05%3A32Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3DAutoExpertChat.jpg&sig=wn9X5jz%2B0UiDIUcR%2B4aQc0cepC9Cq9QrieZ8Qh7pqkw%3D"
"2024-04-11",10,"Lifestyle","Get tips on travel, workouts, style, food, and more",9,"DeepGame","Play any story as a character. You decide what to do next.","By Utile Labs","https://files.oaiusercontent.com/file-RFkKDCjUOzZi8m7FDDEDUZyU?se=2123-10-18T08%3A48%3A37Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Dvirtual%2520machine.png&sig=CE0AuyWZuFIpZ4w5wG8xarJGPTIpuqCbHOn2EBK3JHw%3D"
"2024-04-11",10,"Lifestyle","Get tips on travel, workouts, style, food, and more",10,"Song Maker","Create music using musical theory. Discover essential songwriting tips to compose music and create songs. This GPT can produce chord progressions, musical notes, song lyrics, soundtracks and album covers.","By @CustomizedGPTs","https://files.oaiusercontent.com/file-bnNFvfzKTMkXPTWVl7cNwYJn?se=2124-01-21T23%3A52%3A58Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3Dlogo%2520750.jpg&sig=r0WT0BMo61YCPIR7j8kTe4ebhzyN2dYIuluuZxSgWJE%3D"
"2024-04-11",10,"Lifestyle","Get tips on travel, workouts, style, food, and more",11,"Game hub","Games, experiences and more!  (formally the button)","By pulsr.co.uk","https://files.oaiusercontent.com/file-bX3I34AhSmIQaOHr0VMF6WI8?se=2124-02-26T23%3A29%3A56Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3DDALL%25C2%25B7E%25202024-03-21%252023.29.48%2520-%2520Intensify%2520the%2520bright%2520blue%2520hues%2520of%2520the%2520video%2520game%2520controller%2520while%2520ensuring%2520the%2520background%2520remains%2520deep%2520black%252C%2520to%2520create%2520a%2520striking%2520contrast.%2520The%2520contr.webp&sig=3/Pg3Me9%2BQS7cvhpj9o5xG/l4NF5SsEzaa%2BJlm4F1fc%3D"
"2024-04-11",10,"Lifestyle","Get tips on travel, workouts, style, food, and more",12,"Fitness & Workout - PhD Coach","Get turn-key scientific fitness and workout guidance plus advanced nutritional insights. Trained on 205,750 PhD-level empirical data points. v2.87","By Newgen PhD","https://files.oaiusercontent.com/file-niXM08fYBrzMISp2MvGYRZ35?se=2123-12-29T23%3A59%3A00Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3DPhd-Workout-Nutrition-Coach-Logo.png&sig=tkK7DY8kmSC%2BwvuW/hNPuoMjPlDBi0W7ToMTHznqytc%3D"
